									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 2b	.	individual	.	.	.	.	.	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 1; somewhat redundant with data below	skip	mean/sd	100	21.3	.	.	0.39	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 1; somewhat redundant with data below	skip	mean/sd	100	22.6	.	.	0.2	.
Jaroensutasinee2002	Pak Meng Beach, Trang, Thailand	.	hesperiae	male	digitized from figure 1	.	mean/sd	42	18.8	.	.	0.7	.
Kerstitch1989	Gulf of California, Mexico	.	princeps	non-specified	rough values	.	range	.	.	32	50	.	.
Lavajoo2013	Pohl Port Mangrove, Bandar Abbas, Hormozgan Province, Iran	.	sindensis	male	.	.	mean/sd	449	8.92	.	.	2.04	.
Lavajoo2013	Pohl Port Mangrove, Bandar Abbas, Hormozgan Province, Iran	.	sindensis	female	.	.	mean/sd	391	7.95	.	.	1.34	.
Lavajoo2013	Pohl Port Mangrove, Bandar Abbas, Hormozgan Province, Iran	.	sindensis	male	.	.	range	449	.	5.5	13.5	.	.
Lavajoo2013	Pohl Port Mangrove, Bandar Abbas, Hormozgan Province, Iran	.	sindensis	female	.	.	range	391	.	5	11.5	.	.
Lourenco2000	Ria Formosa, Faro, Portugal	.	tangeri	male	.	.	mean/sd/min/max	23	.	.	.	.	.
Lourenco2000	Ria Formosa, Faro, Portugal	.	tangeri	female	.	.	mean/sd/min/max	25	.	.	.	.	.
Mokhtari2008	Sirik Mangrove Forest, Hormozgan Province, Iran	.	iranica	male	.	.	range	3037	.	3	15.8	.	.
Mokhtari2008	Sirik Mangrove Forest, Hormozgan Province, Iran	.	iranica	female	.	.	range	1724	.	3	13.8	.	.
Mulstay1987	Flax Pond, Old Field, Suffolk County, New York, USA	.	pugnax	male	double major claw; propodus and dactyly lengths are averages of both claws	.	individual	.	14.9	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	female	.	.	individual	.	13	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	female	.	.	individual	.	12.5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	female	.	.	individual	.	12	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	14.2	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	9	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	14	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	11	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	13	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	12	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	11.5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	14	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	11.5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	9	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	8.5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	female	.	.	individual	.	7	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	6	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	5.5	.	.	.	.
Naser2010	Khor Al-Zubair, Iraq	.	sindensis	male	.	.	individual	.	8.5	.	.	.	.
Odhano2015	Sandspit, Karachi, Pakistan	BRAC 758	urvillei	male	double major claw; propodus and dactyly lengths are averages of both claws	.	individual	.	14	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	occidentalis	male	.	.	individual	.	13	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	chlorophthalmus	male	.	.	individual	.	18	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	urvillei	male	.	.	individual	.	30	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	hesperiae	male	.	.	individual	.	19	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	occidentalis	male	.	.	mean	.	20	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	chlorophthalmus	male	.	.	mean	.	20	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	urvillei	male	.	.	mean	.	25	.	.	.	.
Peer2014	St Lucia, KwaZulu-Natal, South Africa	.	hesperiae	male	.	.	mean	.	25	.	.	.	.
Poupin2010.2	non-specified	.	tetragonon	non-specified	rough values	.	range	.	.	14	34	.	.
Poupin2010.2	non-specified	.	crassipes	non-specified	rough values	.	range	.	.	16	22	.	.
Poupin2010.2	non-specified	.	dussumieri	non-specified	rough values	.	range	.	.	14	33	.	.
Poupin2010.2	non-specified	.	excisa	non-specified	rough values	.	range	.	.	13	18	.	.
Rao1969	Alligator Point, Franklin County, Florida, USA	.	pugilator	mixed	range represents ends of small, medium, large crabs used for experiments	.	range	.	.	9	19	.	.
Rao1969	West Falmouth, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	mixed	range represents ends of small, medium, large crabs used for experiments	.	range	.	.	10	20	.	.
Rao2013	River Nua Nai Estuary, Odisha, India	.	annulipes	non-specified	.	.	range	10	.	9	13	.	.
Rao2014	Brahmani-Baitarani Estuarine Complex, Odisha, India	CR-6485	annulipes	male	.	.	individual	.	12	.	.	.	.
Rao2014	Brahmani-Baitarani Estuarine Complex, Odisha, India	CR-6486	bengali	male	.	.	individual	.	12.5	.	.	.	.
Rao2014	Brahmani-Baitarani Estuarine Complex, Odisha, India	CR-6486	bengali	male	.	.	individual	.	13	.	.	.	.
Rath2008	Krishna River, Andhra Pradesh, India	.	annulipes	non-specified	.	.	range	.	.	9.5	22	.	.
Rath2008	Krishna River, Andhra Pradesh, India	.	bengali	non-specified	.	.	range	.	.	14.5	21	.	.
Rath2010	Srikakulam District, Andhra Pradesh, India	.	annulipes	non-specified	.	.	range	.	.	10	15	.	.
Rath2011	Bahuda River, Ganjam, Odisha, India	.	bengali	non-specified	.	.	individual	.	19	.	.	.	.
Rath2011	Bahuda River, Ganjam, Odisha, India	.	annulipes	non-specified	.	.	range	.	.	8	20	.	.
Rathbun1893	San Diego, San Diego County, California, USA	.	crenulata	male	.	.	individual	.	15	.	.	.	.
Rathbun1893	La Paz, Baja California Sur, Mexico	.	latimanus	male	.	.	individual	.	10	.	.	.	.
Rathbun1893	Colorado River, Baja California, Mexico	.	coloradensis	male	.	.	individual	.	20	.	.	.	.
Rathbun1924.1	Broome, Western Australia, Australia	.	flammula	male	.	.	individual	.	39	.	.	.	.
Rathbun1924.1	Broome, Western Australia, Australia	.	flammula	male	.	.	individual	.	38	.	.	.	.
Rathbun1924.1	Broome, Western Australia, Australia	.	mjoebergi	male	holotype	.	individual	.	13.3	.	.	.	.
Richmond1997	Indian coast of Africa	.	tetragonon	non-specified	rough values	.	mean	.	30	.	.	.	.
Richmond1997	Indian coast of Africa	.	hesperiae	non-specified	rough values	.	mean	.	25	.	.	.	.
Richmond1997	Indian coast of Africa	.	urvillei	non-specified	rough values	.	mean	.	30	.	.	.	.
Richmond1997	Indian coast of Africa	.	chlorophthalmus	non-specified	rough values	.	mean	.	21	.	.	.	.
Richmond1997	Indian coast of Africa	.	inversa	non-specified	rough values	.	mean	.	18	.	.	.	.
Richmond1997	Indian coast of Africa	.	occidentalis	non-specified	rough values	.	mean	.	14	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	11	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	10.25	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	9.55	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	6.35	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	9.45	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	6.9	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	8.3	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	11.3	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	10.45	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	6.8	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	6.95	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	4.85	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	8.35	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	7.65	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	7.65	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	6.65	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	8.35	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	7.2	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	10.55	.	.	.	.
Rosenberg2000	.	.	beebei	male	.	.	individual	.	7.35	.	.	.	.
