Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Marcgrave1848	Marcgrave	1648	Maracoani	Marcgrave_Maracoani	png	maracoani	"This drawing is from Marcgrave (1648) and represents the oldest known drawing of a fiddler crab. It was labeled &ldquo;Maracoani&rdquo; and represents the namesake of the species <em class=""species"">Uca maracoani.</em> This identical image was reprinted in Jonston (1650) and in Piso (1658)."
science	Marcgrave1848	Marcgrave	1648	Ciecie Ete	Marcgrave_Ciecie_Ete	png	thayeri	"The other fiddler crab drawing found in Marcrgrave (1648), this was labeled &ldquo;Ciecie Ete&rdquo; (he also refers to a very similar species called &ldquo;Ciecie Panema&rdquo;). This figure is believed to most likely represent <em class=""species"">Uca thayeri.</em> This identical image was reprinted in Jonston (1650)."
science	Marcgrave1848	Marcgrave	1648	Uca Una	Marcgrave_Uca_una	png	n/a	"The drawing from Marcgrave (1648) labled &ldquo;Uca Una&rdquo; that eventually led (starting with an error by Seba) to the fiddler crab genus to be called <em class=""species"">Uca.</em> (A secondary error is Marcgrave's misspelling; it should have been &ldquo;Uça Una.&rdquo;) The figure actually represents the mangrove crab, today known as <em class=""species"">Ucides cordatus.</em> "
science	Petiver1704	Petiver	1704	Cancer parvus quadratus	Petiver_Cancer_parvus_quadratus	png	coarctata	"This drawing is from Petiver (1704). He labeled it <em class=""species"">Cancer parvus quadratus.</em> To me the drawing looks most like the species <em class=""species"">Uca coarctata.</em> "
science	Rumphius1705	Rumphius	1705	Cancer Vocans	Rumphius_Cancer_Vocans	jpg	vocans	"This drawing is from Rumphius (1705). He labeled it <em class=""species"">Cancer Vocans</em>, a species now known as <em class=""species"">Uca vocans.</em> This is the source of the name used by Linneaus when he first included fiddler crabs in his taxonomy."
science	Catesby1743	Catesby	1743	Cancer arenareus (The Sand Crab)	Catesby_Cancer_arenareus	jpg	n/a	"This watercolor is from Catesby (1743). He labeled it <em class=""species"">Cancer arenareus</em>, the &ldqui;Sand Crab.&rdfquo; It is not a fiddler crab, but is rather the closely related ghost crab, <em class=""species"">Ocypode quadrata.</em> Early taxonomists (<em>e.g.,</em> Linnaeus) tended to place this figure with the fiddler crabs. Even though not a fiddler, I include the image on the site largely because it is such a beautiful early painting."
science	Seb1758	Seba	1758	Cancer uka una	Seba_Uca_una	jpg	tangeri	"This drawing is from Seba (1758). He called this <em class=""species"">Cancer uka una, Brasiliensibus,</em> mistakingly naming it after the wrong image from Marcgrave (1648). Today, this drawing is known to be of <em class=""species"">Uca tangeri.</em> This identical image was reprinted in Herbst (1782) as <em class=""species"">Cancer vocans major,</em> in Shaw &amp; Nodder (1802) as <em class=""species"">Cancer uka,</em> and in Latreille (1818) as <em class=""species"">Gelasima Maracoani.</em>"
science	Herbst1782	Herbst	1782	Cancer vocans minor	Herbst_Cancer_vocans_minor	jpg	vocans	"This drawing is from Herbst (1782). It is labeled <em class=""species"">Cancer vocans minor,</em> and is likely <em class=""species"">Uca vocans.</em> "
science	Herbst1790	Herbst	1790	Cancer tetragonon	Herbst_Cancer_tetragonon	jpg	tetragonon	"This drawing is from Herbst (1790). It is the image accompanying the type description of <em class=""species"">Uca tetragonon.</em> This species was, unusually for fiddler crabs, described from a female specimen (which at the time they did not realize were different than males, so no association was made between this specimen and the names associated with fiddlers)."
science	Latreille1818	Latreille	1818	Gelasima Maracoani	Latreille_Gelasima_Maracoani	png	maracoani	"This drawing is from Latreille (1818). It is one of two figures labeled <em class=""species"">Gelasima Maracoani,</em> but unlike the other figure (which is a reproduction of Seba's (1758) drawing) this does appear to be <em class=""species"">Uca maracoani.</em>"
science	n/a	Christophe-Paulin de La Poix de Fr&eacute;minville	~1822-1839	Ocypode Uca	deLaPoix_Ocypoda_Uca	jpg	n/a	"This watercolor is by Christophe-Paulin de La Poix de Fr&eacute;minville, likely painted between 1822 and 1839 based on animals from the Eastern Atlantic. It was probably meant for a naturalist study never completed. The lower crab is titled &ldquo;l'Uca de Marcgrave&rdquo; with the species name <em class=""species"">Ocypoda Uca.</em>. Not a fiddler crab, this is clearly a painting of the mangrove crab <em class=""species"">Ucides cordatus</em> whose name has so often been mixed up with the fiddler crab genus (as described elsewhere on the site).<p>The upper crab is clearly a swimming crab from the family Portunidae; I don't know whether it is simply the Atlantic Blue Crab (<em class=""species"">Callinectes sapdius</em>) or another species from that family. The given name, which is not a recognized name or synoynm, refers to the four spots on the carapace.</p><p>This image is taken from the website of the Amon Carter Museum of American Art, Fort Worth, Texas, where the original watercolor is currently held in storage."
science	Desmarest1825	Desmarest	1825	Gelasimus Marionis	Desmarest_Gelasimus_Marionis	png	vocans	"This drawing is from Desmarest (1825). It is the image accompanying the type description of <em class=""species"">Gelasimus Marionis,</em> now known to be <em class=""species"">Uca vocans.</em> This figure was reprinted by Audouin (1829)."
science	GuerinMeneville1829.1	Guérin-Méneville	1829	Gelasimus Duperreyi	GuerinMeneville_Gelasimus_duperreyi	jpg	tetragonon	"This drawing is from Guérin-Méneville (1829). He labeled it <em class=""species"">Gelasimus Duperreryi</em>, a species now known as <em class=""species"">Uca tetragonon.</em> He later used this same image in another work (1829-1844) but labeled it as yet a different species, <em class=""species"">Gelasimus chlorophthalmus,</em> (the label of which is incorrect; characteristics of the drawing imply it is is <em class=""species"">U. tetragonon</em>)."
science	Eydoux1835	Eydoux	1835	Gelasimus tangeri	Eydoux_Gelasimus_tangeri	jpg	tangeri	"This drawing is from Eydoux (1835). It is the image accompanying the type description of <em class=""species"">Uca tangeri.</em>"
science	Latreille1837	Latreille	1837	Gelasimus chlorophthalmus	Latreille_Gelasimus_chlorophthalmus	jpg	chlorophthalmus	"This drawing is from Latreille (1837), which is an English translation of the 2nd edition (1828) of Cuvier's <em>Le Regene Animal.</em> I believe this figure originally comes from the 1828 book, although I haven't seen the plates from the earlier work to confirm. It is labeled <em class=""species"">Gelasimus chlorophthalmus.</em>"
science	Latreille1837	Latreille	1837	Gelasimus marionis	Latreille_Gelasimus_marionis	jpg	vocans	"This drawing is from Latreille (1837), which is an English translation of the 2nd edition (1828) of Cuvier's <em>Le Regene Animal.</em> I believe this figure originally comes from the 1828 book, although I haven't seen the plates from the earlier work to confirm. It is labeled <em class=""species"">Gelasimus marionis.</em>"
science	MilneEdwards1837.1	Milne Edwards	1837	Gelasimus vocans	MilneEdwards_Gelasimus_vocans	jpg	n/a	"This drawing is from Milne Edwards (1837). He labels it <em class=""species"">Gelasimus vocans,</em> although it is almost certainly a different species. Which species is not clear at this time."
science	MilneEdwards1837.2	Milne Edwards	1837	Gelasimus annulipes	MilneEdwards_Gelasimus_annulipes	jpg	annulipes	"This drawing is from Milne Edwards (1837). It is the image accompanying the type description of <em class=""species"">Uca annulipes.</em>"
science	Owen1839	Owen	1839	Gelasimus minor	Owen_Gelasimus_minor	jpg	perplexa	"This drawing is from Owen (1839). He labels it <em class=""species"">Gelasimus minor.</em> There is a lot of ambiguity about the species represented in this diagram (likely incorrect sampling location, no extent specimen with confusing labeling in records), although a variety of evidence led Crane (1975) to believe it was most likely <em class=""species"">Uca perplexa.</em>"
science	MilneEdwards1843	Milne Edwards	1843	Gelasimus stenodactylus	MilneEdwards_Gelasimus_stenodactylus	jpg	stenodactyuls	"This drawing is from Milne Edwards (1837). He labels it <em class=""species"">Gelasimus stenodactylus.</em>"
science	MilneEdwards1843	Milne Edwards	1843	Gelasimus macrodactylus	MilneEdwards_Gelasimus_macrodactylus	jpg	galapagensis	"This drawing is from Milne Edwards (1837). He labels it <em class=""species"">Gelasimus macrodactylus,</em> today known as <em class=""species"">Uca galapagensis.</em>"
science	DeKay1844	De Kay	1844	Gelasimus vocans	DeKay_Gelasimus_vocans	jpg	pugilator	"This drawing is from De Kay (1844). He called this species <em class=""species"">Gelasimus vocans.</em> It is almost certainly <em class=""species"">Uca pugilator.</em> A second figure of a ""Variety A"" is probably <em class=""species"">Uca pugnax.</em> Note that the major claw is drawn backwards (i.e., it is a right major claw on a left-handed crab). This figure was probably based on a collected specimen missing the major cheliped and the one they replaced it with for the drawing was a right (and not a left) major cheliped."
science	DeKay1844	De Kay	1844	"Gelasimus vocans, Variety A"	DeKay_Gelasimus_vocans_varA	jpg	pugnax	"This drawing is from De Kay (1844). He called this species <em class=""species"">Gelasimus vocans, Var. A.</em> It is probably <em class=""species"">Uca pugnax.</em> A second drawing is probably <em class=""species"">Uca pugilator.</em>"
science	Hilgendorf1869	Hilgendorf	1869	Gelasimus Dussumieri	Hilgendorf_Gelasimus_Dussumieri	jpg	urvillei	"This drawing is from Hilgendorf (1869). He called this species <em class=""species"">Gelasimus Dussumieri,</em> but it is actually <em class=""species"">Uca urvillei.</em>"
science	MilneEdwards1873	Milne-Edwards	1873	Gelasimus coarctatus	Milne-Edwards_Gelasimus_coarctatus1	jpg	coarctata	"This drawing is from Milne-Edwards (1873). He labels it <em class=""species"">Gelasimus coarctatus.</em> An accompanying figure is just of the major claw."
science	MilneEdwards1873	Milne-Edwards	1873	Gelasimus coarctatus	Milne-Edwards_Gelasimus_coarctatus2	jpg	coarctata	"This drawing is from Milne-Edwards (1873). He labels it <em class=""species"">Gelasimus coarctatus.</em> An accompanying figure is of the whole crab."
science	Filhol1885.2	Filhol	1885	Gelassimus Huttoni	Filhol_Gelassimus_Huttoni1	jpg	n/a	"This drawing is from Filhol (1885). He labels it <em class=""species"">Gelassimus Huttoni.</em> It is not clear what species this represents as the type is lost and the supposed collection location, New Zealand, is not known to have any fiddler crabs."
science	Filhol1885.2	Filhol	1885	Gelassimus Huttoni	Filhol_Gelassimus_Huttoni2	jpg	n/a	"This drawing is from Filhol (1885). He labels it <em class=""species"">Gelassimus Huttoni.</em> It is not clear what species this represents as the type is lost and the supposed collection location, New Zealand, is not known to have any fiddler crabs."
science	Filhol1885.2	Filhol	1885	Gelassimus Huttoni	Filhol_Gelassimus_Huttoni3	jpg	n/a	"This drawing is from Filhol (1885). He labels it <em class=""species"">Gelassimus Huttoni.</em> It is not clear what species this represents as the type is lost and the supposed collection location, New Zealand, is not known to have any fiddler crabs."
science	Kingsley1886	Kingsley	1886	Gelasimus pugilator	Kingsley_Gelasimus_pugilator	png	pugilator	"This drawing is from Kingsley (1886). He labels it <em class=""species"">Gelasimus pugilator.</em> "
science	Heilprin1888	Heilprin	1888	Gelasimus vocator	Heilprin_Gelasimus_vocator	png	pugnax	"This drawing is from Heilprin (1888), but is a reproduction from De Kay (1844). He labels it <em class=""species"">Gelasimus vocator,</em> but it is actually <em class=""species"">Uca pugnax.</em>"
science	deMan1891	De Man	1891	Gelasimus signatus	deMan_Gelasimus_signatus	png	signata	"This drawing is from de Man (1891). He labels it <em class=""species"">Gelasimus signatus.</em> "
science	deMan1891	De Man	1891	Gelasimus tetragonon	deMan_Gelasimus_tetragonon	png	tetragonon	"This drawing is from de Man (1891). He labels it <em class=""species"">Gelasimus tetragonon.</em> "
science	deMan1891	De Man	1891	Gelasimus arcuatus	deMan_Gelasimus_arcuatus_claw	png	arcuata	"This drawing is from de Man (1891). He labels it <em class=""species"">Gelasimus arcuatus.</em> "
science	deMan1891	De Man	1891	Gelasimus forcipatus	deMan_Gelasimus_forcipatus_claw	png	forcipata	"This drawing is from de Man (1891). He labels it <em class=""species"">Gelasimus forcipatus.</em> "
science	deMan1891	De Man	1891	Gelasimus vocans	deMan_Gelasimus_vocans_claw	png	vocans	"This drawing is from de Man (1891). He labels the claw on the left as <em class=""species"">Gelasimus vocans</em>  and the one on the right as <em class=""species"">Gelasimus vocans var. cultrimana.</em> Both are just considered <em class=""species"">Uca vocans.</em>"
science	Rathbun1900.3	Rathbun	1900	Uca thayeri	Rathbun_Uca_thayeri	png	thayeri	"This drawing is from Rathbun (1900). It is the image accompanying the type description of <em class=""species"">Uca thayeri.</em>"
science	Holmes1900	Holmes	1900	Uca crenulata	Holmes_Uca_crenulata1	png	crenulata	This drawing is from Holmes (1900). It is later reproduced by Schmitt (1921).
science	Holmes1900	Holmes	1900	Uca crenulata	Holmes_Uca_crenulata2	png	crenulata	This drawing is from Holmes (1900). It is later reproduced by Schmitt (1921).
science	Holmes1900	Holmes	1900	Uca rectilata	Holmes_Uca_rectilata1	png	n/a	"This drawing is from Holmes (1900). It is not clear what species <em class=""species"">Uca rectilata</em> actually represents since the type specimen was lost in a fire."
science	Holmes1900	Holmes	1900	Uca rectilata	Holmes_Uca_rectilata2	png	n/a	"This drawing is from Holmes (1900). It is not clear what species <em class=""species"">Uca rectilata</em> actually represents since the type specimen was lost in a fire."
science	Alcock1902	Alcock	1902	Gelasimus annulipes	Alcock_Gelasimus_annulipes1	png	annulipes	"This drawing is from Alcock (1902). He labels it <em class=""species"">Gelasimus annulipes.</em> An associated figures is of a female."
science	Alcock1902	Alcock	1902	Gelasimus annulipes	Alcock_Gelasimus_annulipes2	png	annulipes	"This drawing is from Alcock (1902). He labels it <em class=""species"">Gelasimus annulipes.</em> An associated figures is of a male."
science	Rathbun1902.3	Rathbun	1902	Uca galapagensis	Rathbun_Uca_galapagensis	png	galapagensis	"This drawing is from Rathbun (1902). It is the image accompanying the type description of <em class=""species"">Uca galapagensis.</em>"
science	Rathbun1902.3	Rathbun	1902	Uca helleri	Rathbun_Uca_helleri	png	helleri	"This drawing is from Rathbun (1902). It is the image accompanying the type description of <em class=""species"">Uca helleri.</em>"
science	Holmes1904	Holmes	1904	Uca brevifrons	Holmes_Uca_brevifrons1	png	brevifrons	This drawing is from Holmes (1904).
science	Holmes1904	Holmes	1904	Uca brevifrons	Holmes_Uca_brevifrons2	png	brevifrons	This drawing is from Holmes (1904).
science	Paulmier1905	Paulmier	1905	Uca minax	Paulmier_Uca_minax	png	minax	This drawing is from Paulmier (1905). 
science	Stimpson1907	Stimpson	1907	Gelasimus acutus	Stimpson_Gelasimus_acutus	png	acuta	"This drawing is from Stimpson (1907). He labeled it <em class=""species"">Gelasimus acutus.</em>"
science	Stimpson1907	Stimpson	1907	Gelasimus dubius	Stimpson_Gelasimus_dubius	png	dussumieri	"This drawing is from Stimpson (1907). He labeled it <em class=""species"">Gelasimus dubius,</em> which we now call <em class=""species"">Uca dussumieri.</em>"
science	Stimpson1907	Stimpson	1907	Gelasimus splendidus	Stimpson_Gelasimus_splendidus	png	splendida	"This drawing is from Stimpson (1907). He labeled it <em class=""species"">Gelasimus splendidus.</em>"
science	Pearse1912.1	Pearse	1912	Uca rathbunæ 	Pearse_Uca_rathbunae1	png	coarctata	"This drawing is from Pearse (1912). He labeled it <em class=""species"">Uca rathbunæ,</em> which is now known as <em class="""">Uca coarctata.</em>"
science	Pearse1912.2	Pearse	1912	Uca rathbunæ carrying a load from her burrow	Pearse_Uca_rathbunae2	png	coarctata	"This drawing is from Pearse (1912). He labeled it <em class=""species"">Uca rathbunæ,</em> which is now known as <em class="""">Uca coarctata.</em> He was illustratraing how fiddler crabs removed mud from their burrows. The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones."
science	Pearse1912.2	Pearse	1912	Uca forcipata	Pearse_Uca_forcipata	png	forcipata	"This drawing is from Pearse (1912). He labeled it <em class=""species"">Uca forcipata.</em>  The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones."
science	Pearse1912.2	Pearse	1912	Position assumed by male fiddlers when fighting	Pearse_fighting	png	n/a	This drawing is from Pearse (1912). He was illustrating fighting behavior in the males and does not specify which species is illustrated. The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones.
science	Pearse1912.2	Pearse	1912	Fiddler crab closing a burrow with a plug of mud	Pearse_plugging	png	n/a	This drawing is from Pearse (1912). He was illustrating how a crab pulled a plug of mud to close a burrow and does not specify which species is illustrated. The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones.
science	Pearse1912.2	Pearse	1912	Fiddler crab collapsing the opening of a burrow to close it	Pearse_burrow	png	n/a	This drawing is from Pearse (1912). He was illustrating an unusual method for closing a burrow and does not specify which species is illustrated. The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones.
science	Pearse1912.2	Pearse	1912	Fiddler crabs defending their burrows	Pearse_defense	png	n/a	This drawing is from Pearse (1912). He was illustrating the manner in which male crabs will defend their burrows from within and and does not specify which species is illustrated. The same drawing is reprinted by Pearse (1914); in this second article the drawing is credited to Tom Jones.
science	Fowler1912	Fowler	1912	Uca pugnax	Fowler_Uca_pugnax1	png	pugnax	This drawing is from Fowler (1912). 
science	Fowler1912	Fowler	1912	Uca pugnax	Fowler_Uca_pugnax2	png	pugnax	This drawing is from Fowler (1912). 
science	Fowler1912	Fowler	1912	Uca minax	Fowler_Uca_minax1	png	minax	This drawing is from Fowler (1912). 
science	Fowler1912	Fowler	1912	Uca minax	Fowler_Uca_minax2	png	minax	This drawing is from Fowler (1912). 
science	Fowler1912	Fowler	1912	Uca pugilator	Fowler_Uca_pugilator1	png	pugilator	This drawing is from Fowler (1912). 
science	Fowler1912	Fowler	1912	Uca pugilator	Fowler_Uca_pugilator2	png	pugilator	This drawing is from Fowler (1912). 
science	Pearse1914.1	Pearse	1914	Fiddler crab creating a mud plug	Pearse_plugging2	png	coarctata	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca rathbunæ,</em> which is now known as <em class="""">Uca coarctata.</em> He was illustratraing how fiddler crabs created mud plugs to seal their burrows. The artist is listed as Hattie Wakeman."
science	Pearse1914.1	Pearse	1914	Uca pugilator	Pearse_Uca_pugilator1	png	pugilator	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca pugilator.</em> He was illustratraing male courtship behavior. The artist is listed as Hattie Wakeman."
science	Pearse1914.1	Pearse	1914	Uca pugilator	Pearse_Uca_pugilator2	png	pugilator	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca pugilator.</em> He was illustratraing male courtship behavior. The artist is listed as Hattie Wakeman."
science	Pearse1914.2	Pearse	1914	Uca pugilator	Pearse_Uca_pugilator3	png	pugilator	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca pugilator.</em> He was illustratraing male fighting. The artist is not listed, but is likely Hattie Wakeman."
science	Pearse1914.2	Pearse	1914	Uca pugilator	Pearse_Uca_pugilator4	png	pugilator	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca pugilator.</em> He was illustratraing how the males carried mud balls. The artist is not listed, but is likely Hattie Wakeman."
science	Pearse1914.2	Pearse	1914	Uca pugilator	Pearse_Uca_pugilator5	png	pugilator	"This drawing is from Pearse (1914). He labeled it <em class=""species"">Uca pugilator.</em> He was illustratraing breeding. The artist is listed as Barbara Bradley."
science	Rathbun1915	Rathbun	1915	Uca musica	Rathbun_Uca_musica	png	musica	"This drawing is from Rathbun (1915). It is the image accompanying the type description of <em class=""species"">Uca musica.</em> It is reproduced in Schmitt (1921)."
science	Pesta1918	Pesta	1918	Uca coarctata	Pesta_Uca_coarctata	png	coarctata	This drawing is from Pesta (1918). 
science	McNeill1920	McNeil	1920	Uca marionis var. vomeris	McNeil_Uca_marionis_var_vomeris	jpg	vomeris	"This drawing is from McNeil (1920). It is the image accompanying the type description of <em class=""species"">Uca vomeris.</em> Another part of the figure illustrates a series of major claws from both this and a related species."
science	McNeill1920	McNeil	1920	Uca marionis var. vomeris	McNeil_Uca_marionis_var_vomeris_2	jpg	vomeris	"This drawing is from McNeil (1920). It is part of the image accompanying the type description of <em class=""species"">Uca vomeris.</em> McNeill was trying to illustrate variation in the major claw of the <em class=""species"">vomeris</em> variety (#3-6) and the ""typical"" variety (#10-11, which he called <em class=""species"">Uca marionis</em>, but we now call <em class=""species"">Uca vocans</em>). He labeled claws #7-9 as intermediate between the two varieties. In fact, we now know that most of the illustrated variation (particularly in the ""intermediates"") is due to regenerated vs. non-regenerated claws, and, based on sampling locations, all of these are from <em class=""species"">Uca vomeris,</em> except for claw #11 which is from the species <em class=""species"">Uca excisa.</em>"
science	Hediger1934.1	Hediger	1934	Uca tangeri	Hediger_Uca_tangeri	png	tangeri	This drawing is from Hediger (1934). 
science	Boone1934	Boone	1934	Uca lactea	Boone_Uca_lactea1	png	perplexa	"This drawing is from Boone (1934). He labeled it <em class=""species"">Uca lactea,</em> but it is actually <em class=""species"">Uca perplexa.</em>"
science	Boone1934	Boone	1934	Uca lactea	Boone_Uca_lactea2	png	perplexa	"This drawing is from Boone (1934). He labeled it <em class=""species"">Uca lactea,</em> but it is actually <em class=""species"">Uca perplexa.</em>"
science	Tweedie1937	Tweedie	1937	Gelasimus Dussumieri	Tweedie_Gelasimus_dussumieri	png	dussumieri	"This drawing is from Tweedie (1937). He labeled it <em class=""species"">Gelasimus Dussumieri.</em>"
science	Tweedie1937	Tweedie	1937	Gelasimus manii	Tweedie_Gelasimus_manii	png	forcipata	"This drawing is from Tweedie (1937). He labeled it <em class=""species"">Gelasimus manii,</em> which today we call <em class=""species"">Uca forcipata</em>."
science	Tweedie1937	Tweedie	1937	Gelasimus manii	Tweedie_Gelasimus_manii2	png	forcipata	"This drawing is from Tweedie (1937). He labeled it as the right abdominal pleopod of <em class=""species"">Gelasimus manii,</em> which today we call <em class=""species"">Uca forcipata</em>."
science	Tweedie1937	Tweedie	1937	Gelasimus roseus	Tweedie_Gelasimus_roseus	png	rosea	"This drawing is from Tweedie (1937). It is the image accompanying the type description of <em class=""species"">Uca rosea.</em>"
science	Tweedie1937	Tweedie	1937	Gelasimus roseus	Tweedie_Gelasimus_roseus2	png	rosea	"This drawing is from Tweedie (1937). It is an image accompanying the type description of <em class=""species"">Uca rosea.</em> It is a right male abodminal pleopod."
science	Tweedie1937	Tweedie	1937	Gelasimus annulipes	Tweedie_Gelasimus_annulipes	png	?	"This drawing is from Tweedie (1937). He labeled it as the right male pleopod of <em class=""species"">Gelasimus annulipes.</em>"
science	Tweedie1937	Tweedie	1937	Gelasimus triangularis	Tweedie_Gelasimus_triangularis	png	triangularis	"This drawing is from Tweedie (1937). He labeled it as the right male pleopod of <em class=""species"">Gelasimus triangularis.</em>"
science	Tweedie1937	Tweedie	1937	Gelasimus marionis var. nitidus	Tweedie_Gelasimus_marionis_nitidus	png	?	"This drawing is from Tweedie (1937). He labeled it as the right male pleopod of <em class=""species"">Gelasimus marionis</em> var. <em class=""species"">nitidus.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca leptodactyla	Oliveira_Uca_leptodactyla	png	leptodactyla	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca leptodactyla.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca maracoani	Oliveira_Uca_maracoani	png	maracoani	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca maracoani.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca olympioi	Oliveira_Uca_olympioi	png	uruguayensis	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca olympioi,</em> which we now know to be <em class=""species"">Uca uruguayensis.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca pugnax brasiliensis	Oliveira_Uca_pugnax_brasiliensis	png	rapax	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca pugnax brasiliensis,</em> which is the same as <em class=""species"">Uca rapax.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca pugnax rapax	Oliveira_Uca_pugnax_rapax	png	rapax	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca pugnax rapax,</em> which is now simply <em class=""species"">Uca rapax.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca salsisitus	Oliveira_Uca_salsisitus	png	rapax	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca salsisitus,</em> but they are juvenile <em class=""species"">Uca rapax.</em>"
science	Oliveira1939.1	Oliveira	1939	Uca uruguayensis	Oliveira_Uca_uruguayensis	png	uruguayensis	"This drawing is from Oliveira (1939). He labeled it <em class=""species"">Uca uruguayensis.</em>"
science	Bouvier1940	Bouvier	1940	Uca tangeri	Bouvier_Uca_tangeri	png	tangeri	This drawing is from Bouvier (1940). 
science	Crane1941	Crane	1941	Uca tomentosa	Crane_Uca_tomentosa1	png	tomentosa	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca tomentosa</em>. Secondary images show the major claw."
science	Crane1941	Crane	1941	Uca tomentosa	Crane_Uca_tomentosa2	png	tomentosa	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca tomentosa</em>. Another image shows the full crab."
science	Crane1941	Crane	1941	Uca tomentosa	Crane_Uca_tomentosa3	png	tomentosa	"This drawing from Crane (1941). It is the minor cheliped of <em class=""species"">Uca tomentosa</em>."
science	Crane1941	Crane	1941	Uca umbratila	Crane_Uca_umbratila1	png	umbratila	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca umbratila</em>. Secondary images show the major claw."
science	Crane1941	Crane	1941	Uca umbratila	Crane_Uca_umbratila2	png	umbratila	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca umbratila</em>. Another image shows the full crab."
science	Crane1941	Crane	1941	Uca umbratila	Crane_Uca_umbratila3	png	umbratila	"This drawing from Crane (1941). It is the minor cheliped of <em class=""species"">Uca umbratila</em>."
science	Crane1941	Crane	1941	Uca batuenta	Crane_Uca_batuenta1	png	batuenta	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca batuenta</em>. Secondary images show the major claw."
science	Crane1941	Crane	1941	Uca batuenta	Crane_Uca_batuenta2	png	batuenta	"This drawing from Crane (1941) accompanies the type description of <em class=""species"">Uca batuenta</em>. Another image shows the full crab."
science	Crane1941	Crane	1941	Uca batuenta	Crane_Uca_batuenta3	png	batuenta	"This drawing from Crane (1941). It is the minor cheliped of <em class=""species"">Uca batuenta</em>."
science	Crane1941	Crane	1941	Uca princeps	Crane_Uca_princeps	png	princeps	"This drawing from Crane (1941). It is the merus of the second maxiliped of <em class=""species"">Uca princeps</em>."
science	Crane1941	Crane	1941	Uca princeps	Crane_Uca_princeps2	png	princeps	"This drawing from Crane (1941). It is the spoon-tipped setae of the second maxiliped of <em class=""species"">Uca princeps</em>."
science	Crane1941	Crane	1941	Uca oerstedi	Crane_Uca_oerstedi	png	oerstedi	"This drawing from Crane (1941). It is the merus of the second maxiliped of <em class=""species"">Uca oerstedi</em>."
science	Crane1941	Crane	1941	Uca oerstedi	Crane_Uca_oerstedi2	png	oerstedi	"This drawing from Crane (1941). It is the spoon-tipped setae of the second maxiliped of <em class=""species"">Uca oerstedi</em>."
science	Crane1941	Crane	1941	Uca oerstedi	Crane_Uca_oerstedi3	png	oerstedi	"This drawing from Crane (1941). It is the minor cheliped of <em class=""species"">Uca oerstedi</em>."
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus	png	latimanus	"This drawing from Crane (1941). It is the merus of the second maxiliped of <em class=""species"">Uca latimanus</em>."
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus2	png	latimanus	"This drawing from Crane (1941). It is the spoon-tipped setae of the second maxiliped of <em class=""species"">Uca latimanus</em>."
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus3	png	latimanus	"This drawing from Crane (1941). It is the minor cheliped of <em class=""species"">Uca latimanus</em>."
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax	png	ecuadoriensis	"This drawing from Crane (1941). She labels it the merus of the second maxiliped of <em class=""species"">Uca mordax</em>, but the species is actually <em class=""species"">Uca ecuadoriensis.</em>"
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax2	png	ecuadoriensis	"This drawing from Crane (1941). She labels it the spoon-tipped setae of the second maxiliped of <em class=""species"">Uca mordax</em>, but the species is actually <em class=""species"">Uca ecuadoriensis.</em>"
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax3	png	ecuadoriensis	"This drawing from Crane (1941). She labels it the minor cheliped of <em class=""species"">Uca mordax</em>, but the species is actually <em class=""species"">Uca ecuadoriensis.</em>"
