Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Crane1975	Crane	1975	Uca demani typhoni	Crane_Uca_demani_typhoni1	png	typhoni	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca typhoni.</em>"
science	Crane1975	Crane	1975	Uca demani australiae	Crane_Uca_demani_australiae1	png	?	"This drawing is from Crane (1975). It shows the denuded gonopod of what she called <em class=""species"">Uca demani austrliae,</em> an aberrant specimen whose taxonomic status is unclear."
science	Crane1975	Crane	1975	Uca rosea	Crane_Uca_rosea2	png	rosea	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca rosea.</em>"
science	Crane1975	Crane	1975	Uca demani demani	Crane_Uca_demani_demani1	png	demani	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca demani.</em>"
science	Crane1975	Crane	1975	Uca arcuata	Crane_Uca_arcuata3	png	arcuata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca arcuata.</em>"
science	Crane1975	Crane	1975	Uca forcipata	Crane_Uca_forcipata2	png	forcipata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca forcipata.</em>"
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri9	png	dussumieri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca dussumieri.</em>"
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata3	png	paradussumieri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca paradussumieri.</em>"
science	Crane1975	Crane	1975	Uca dussumieri capricornis	Crane_Uca_dussumieri_capricornis1	png	capricornis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca capricornis.</em>"
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula7	png	flammula	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca flammula.</em>"
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata4	png	coarctata	"This drawing is from Crane (1975). It shows the denuded gonopods of <em class=""species"">Uca coarctata</em> from different regions (left-to-right: Fiji, Philippines, N.E. Australia)."
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei9	png	urvillei	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca urvillei.</em>"
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima6	png	signata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca signata.</em>"
science	Crane1975	Crane	1975	Uca bellator bellator	Crane_Uca_bellator_bellator2	png	bellator	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca bellator.</em>"
science	Crane1975	Crane	1975	Uca bellator signata	Crane_Uca_bellator_signata1	png	signata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca signata.</em>"
science	Crane1975	Crane	1975	Uca bellator longidigita	Crane_Uca_bellator_longidigita1	png	longidigitum	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca longidigitum.</em>"
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita6	png	polita	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca polita.</em>"
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella7	png	seismella	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca seismella.</em>"
science	Crane1975	Crane	1975	Uca tetragonon	Crane_Uca_tetragonon2	png	tetragonon	"This drawing is from Crane (1975). It shows the denuded gonopods of <em class=""species"">Uca tetragonon</em> from different regions (Eritrea on the left; Tahiti on the right)."
science	Crane1975	Crane	1975	Uca formosensis	Crane_Uca_formosensis1	png	formosensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca formosensis.</em>"
science	Crane1975	Crane	1975	Uca tangeri	Crane_Uca_tangeri3	png	tangeri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca tangeri.</em>"
science	Crane1975	Crane	1975	Uca vocans borealis	Crane_Uca_vocans_borealis1	png	borealis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca borealis.</em>"
science	Crane1975	Crane	1975	Uca vocans pacificensis	Crane_Uca_vocans_pacificensis1	png	excisa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca excisa.</em>"
science	Crane1975	Crane	1975	Uca vocans hesperiae	Crane_Uca_vocans_hesperiae1	png	hesperiae	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca hesperiae.</em>"
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans1	png	vocans	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca vocans.</em>"
science	Crane1975	Crane	1975	Uca vocans dampieri	Crane_Uca_vocans_dampieri1	png	dampieri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca dampieri.</em>"
science	Crane1975	Crane	1975	Uca vocans vomeris	Crane_Uca_vocans_vomeris1	png	vomeris	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca vomeris.</em>"
science	Crane1975	Crane	1975	Uca vocans borealis	Crane_Uca_vocans_borealis2	png	borealis	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca borealis.</em>"
science	Crane1975	Crane	1975	Uca vocans pacificensis	Crane_Uca_vocans_pacificensis2	png	excisa	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca excisa.</em>"
science	Crane1975	Crane	1975	Uca vocans hesperiae	Crane_Uca_vocans_hesperiae2	png	hesperiae	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca hesperiae.</em>"
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans2	png	vocans	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca vocans.</em>"
science	Crane1975	Crane	1975	Uca vocans dampieri	Crane_Uca_vocans_dampieri2	png	dampieri	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca dampieri.</em>"
science	Crane1975	Crane	1975	Uca vocans vomeris	Crane_Uca_vocans_vomeris2	png	vomeris	"This drawing is from Crane (1975). It shows the female gonopore of <em class=""species"">Uca vomeris.</em>"
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata3	png	ornata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca ornata.</em>"
science	Crane1975	Crane	1975	Uca stylifera	Crane_Uca_stylifera1	png	stylifera	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca stylifera.</em>"
science	Crane1975	Crane	1975	Uca princeps monilifera	Crane_Uca_princeps_monilifera1	png	monilifera	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca monilifera.</em>"
science	Crane1975	Crane	1975	Uca princeps princeps	Crane_Uca_princeps_princeps1	png	princeps	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca princeps.</em>"
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani2	png	maracoani	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca maracoani insignis	Crane_Uca_maracoani_insignis1	png	insignis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca insignis.</em>"
science	Crane1975	Crane	1975	Uca heteropleura	Crane_Uca_heteropleura4	png	heteropleura	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca heteropleura.</em>"
science	Crane1975	Crane	1975	Uca major	Crane_Uca_major1	png	major	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca major.</em>"
science	Crane1975	Crane	1975	Uca pygmaea	Crane_Uca_pygmaea2	png	pygmaea	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca pygmaea.</em>"
science	Crane1975	Crane	1975	Uca panamensis	Crane_Uca_panamensis3	png	panamensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca panamensis.</em>"
science	Crane1975	Crane	1975	Uca brevifrons	Crane_Uca_brevifrons3	png	brevifrons	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca brevifrons.</em>"
science	Crane1975	Crane	1975	Uca burgersi	Crane_Uca_burgersi2	png	burgersi	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca burgersi.</em>"
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis6	png	ecuadoriensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca ecuadoriensis.</em>"
science	Crane1975	Crane	1975	Uca vocator vocator	Crane_Uca_vocator_vocator1	png	vocator	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca vocator.</em>"
science	Crane1975	Crane	1975	Uca subcylindrica	Crane_Uca_subcylindrica1	png	subcylindrica	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca subcylindrica.</em>"
science	Crane1975	Crane	1975	Uca galapagensis galapagensis	Crane_Uca_galapagensis_galapagensis1	png	galapagensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca galapagensis.</em>"
science	Crane1975	Crane	1975	Uca galapagensis herradurensis	Crane_Uca_galapagensis_herradurensis1	png	herradurensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca herradurensis.</em>"
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax1	png	rapax	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca rapax.</em>"
science	Crane1975	Crane	1975	Uca minax	Crane_Uca_minax1	png	minax	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca minax.</em>"
science	Crane1975	Crane	1975	Uca pugnax pugnax	Crane_Uca_pugnax_pugnax2	png	pugnax	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca pugnax.</em>"
science	Crane1975	Crane	1975	Uca mordax	Crane_Uca_mordax4	png	mordax	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca mordax.</em>"
science	Crane1975	Crane	1975	Uca chlorophthalmus chlorophthalmus	Crane_Uca_chlorophthalmus_chlorophthalmus2	png	chlorophthalmus	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca chlorophthalmus.</em>"
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes3	png	crassipes	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca crassipes.</em>"
science	Crane1975	Crane	1975	Uca triangularis triangularis	Crane_Uca_triangularis_triangularis1	png	triangularis	"This drawing is from Crane (1975). It shows the denuded gonopods of <em class=""species"">Uca triangularis</em> from different regions (New Caledonia on the left; Philippines on the right)."
science	Crane1975	Crane	1975	Uca triangularis bengali	Crane_Uca_triangularis_bengali1	png	bengali	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca bengali.</em>"
science	Crane1975	Crane	1975	Uca zacae	Crane_Uca_zacae2	png	zacae	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca zacae.</em>"
science	Crane1975	Crane	1975	Uca speciosa speciosa	Crane_Uca_speciosa_speciosa1	png	speciosa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca speciosa.</em>"
science	Crane1975	Crane	1975	Uca speciosa spinicarpa	Crane_Uca_speciosa_spinicarpa1	png	spinicarpa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca spinicarpa.</em>"
science	Crane1975	Crane	1975	Uca tenuipedis	Crane_Uca_tenuipedis2	png	tenuipedis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca tenuipedis.</em>"
science	Crane1975	Crane	1975	Uca uruguayensis	Crane_Uca_uruguayensis1	png	uruguayensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca uruguayensis.</em>"
science	Crane1975	Crane	1975	Uca argillicola	Crane_Uca_argillicola2	png	argillicola	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca argillicola.</em>"
science	Crane1975	Crane	1975	Uca deichmanni	Crane_Uca_deichmanni2	png	deichmanni	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca deichmanni.</em>"
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes5	png	annulipes	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca annulipes.</em>"
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi5	png	mjoebergi	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca mjoebergi.</em>"
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa4	png	perplexa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca perplexa.</em>"
science	Crane1975	Crane	1975	Uca lactea lactea	Crane_Uca_lactea_lactea1	png	lactea	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca lactea.</em>"
science	Crane1975	Crane	1975	Uca inversa inversa	Crane_Uca_inversa_inversa1	png	inversa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca inversa.</em>"
science	Crane1975	Crane	1975	Uca inversa sindensis	Crane_Uca_inversa_sindensis1	png	sindensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca sindensis.</em>"
science	Crane1975	Crane	1975	Uca musica musica	Crane_Uca_musica_musica1	png	musica	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca musica.</em>"
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores3	png	terpsichores	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca terpsichores.</em>"
science	Crane1975	Crane	1975	Uca leptodactyla	Crane_Uca_leptodactyla2	png	leptodactyla	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca leptodactyla.</em>"
science	Crane1975	Crane	1975	Uca pugilator	Crane_Uca_pugilator2	png	pugilator	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca pugilator.</em>"
science	Crane1975	Crane	1975	Uca batuenta	Crane_Uca_batuenta4	png	batuenta	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca batuenta.</em>"
science	Crane1975	Crane	1975	Uca crenulata crenulata	Crane_Uca_crenulata_crenulata1	png	crenulata	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca crenulata.</em>"
science	Crane1975	Crane	1975	Uca crenulata coloradensis	Crane_Uca_crenulata_coloradensis1	png	coloradensis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca coloradensis.</em>"
science	Crane1975	Crane	1975	Uca latimanus	Crane_Uca_latimanus5	png	latimanus	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca latimanus.</em>"
science	Crane1975	Crane	1975	Uca saltitanta	Crane_Uca_saltitanta3	png	saltitanta	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca saltitanta.</em>"
science	Crane1975	Crane	1975	Uca tomentosa	Crane_Uca_tomentosa4	png	tomentosa	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca tomentosa.</em>"
science	Crane1975	Crane	1975	Uca limicola	Crane_Uca_limicola2	png	limicola	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca limicola.</em>"
science	Crane1975	Crane	1975	Uca inaequalis	Crane_Uca_inaequalis3	png	inaequalis	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca inaequalis.</em>"
science	Crane1975	Crane	1975	Uca cumulanta	Crane_Uca_cumulanta3	png	cumulanta	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca cumulanta.</em>"
science	Crane1975	Crane	1975	Uca tallanica	Crane_Uca_tallanica1	png	tallanica	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca tallanica.</em>"
science	Crane1975	Crane	1975	Uca oerstedi	Crane_Uca_oerstedi4	png	oerstedi	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca oerstedi.</em>"
science	Crane1975	Crane	1975	Uca helleri	Crane_Uca_helleri2	png	helleri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca helleri.</em>"
science	Crane1975	Crane	1975	Uca festae	Crane_Uca_festae1	png	festae	"This drawing is from Crane (1975). It shows two denuded gonopods of <em class=""species"">Uca festae.</em>"
science	Crane1975	Crane	1975	Uca beebei	Crane_Uca_beebei3	png	beebei	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca beebei.</em>"
science	Crane1975	Crane	1975	Uca stenodactylus	Crane_Uca_stenodactylus3	png	stenodactylus	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca stenodactylus.</em>"
science	Crane1975	Crane	1975	Uca leptochela	Crane_Uca_leptochela1	png	festae	"This drawing is from Crane (1975). It shows the denuded gonopod of what was called <em class=""species"">Uca leptochela,</em> a species now known to be the same as <em class=""species"">Uca festae.</em>"
science	Crane1975	Crane	1975	Uca dorotheae	Crane_Uca_dorotheae1	png	dorotheae	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca dorotheae.</em>"
science	Crane1975	Crane	1975	Uca thayeri thayeri	Crane_Uca_thayeri_thayeri2	png	thayeri	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca thayeri.</em>"
science	Crane1975	Crane	1975	Uca thayeri umbratila	Crane_Uca_thayeri_umbratila1	png	umbratila	"This drawing is from Crane (1975). It shows the denuded gonopod of <em class=""species"">Uca umbratila.</em>"
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata4	png	paradussumieri	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca paradussumieri.</em>"
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani3	png	maracoani	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans3	png	vocans	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca vocans.</em>"
science	Crane1975	Crane	1975	Uca leptodactyla	Crane_Uca_leptodactyla3	png	leptodactyla	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca leptodactyla.</em>"
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes4	png	crassipes	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca crassipes.</em>"
science	Crane1975	Crane	1975	Uca cumulanta	Crane_Uca_cumulanta4	png	cumulanta	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca cumulanta.</em>"
science	Crane1975	Crane	1975	Uca thayeri thayeri	Crane_Uca_thayeri_thayeri3	png	thayeri	"This drawing is from Crane (1975). It shows the gonopod (with setae) of <em class=""species"">Uca thayeri.</em>"
science	Crane1975	Crane	1975	Uca forcipata	Crane_Uca_forcipata3	png	forcipata	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca forcipata.</em>"
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata5	png	paradussumieri	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca paradussumieri.</em>"
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans4	png	vocans	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca vocans.</em>"
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula8	png	flammula	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca flammula.</em>"
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata5	png	coarctata	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca coarctata.</em>"
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei10	png	urvillei	"This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in <em class=""species"">Uca urvillei.</em>"
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes5	png	crassipes	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca crassipes.</em>"
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata4	png	ornata	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca ornata.</em>"
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores4	png	terpsichores	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca terpsichores.</em>"
science	Crane1975	Crane	1975	Uca inversa inversa	Crane_Uca_inversa_inversa2	png	inversa	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca inversa.</em>"
science	Crane1975	Crane	1975	Uca pugnax pugnax	Crane_Uca_pugnax_pugnax3	png	pugnax	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca pugnax.</em>"
science	Crane1975	Crane	1975	Uca saltitanta	Crane_Uca_saltitanta4	png	saltitanta	"This drawing is from Crane (1975). It illustrates a major claw of <em class=""species"">Uca saltitanta.</em>"
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata6	png	coarctata	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca coarctata,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa5	png	perplexa	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca perplexa,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita7	png	polita	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca polita,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca inaequalis	Crane_Uca_inaequalis4	png	inaequalis	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca inaequalis,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes6	png	crassipes	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca crassipes,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores5	png	terpsichores	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca terpsichores,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata5	png	ornata	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca ornata,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca burgersi	Crane_Uca_burgersi3	png	burgersi	"This drawing is from Crane (1975). It illustrates the frontal view of <em class=""species"">Uca burgersi,</em> with an emphasis on the shape and proportion of the eyestalks."
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani4	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani5	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani6	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani7	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani8	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani9	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani10	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani11	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of various postures found in <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani12	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of the waving display of <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani13	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of the waving display of <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani14	png	maracoani	"This drawing is from Crane (1975). It one of a series of illustrations of the waving display of <em class=""species"">Uca maracoani.</em> "
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani15	png	maracoani	"This drawing is from Crane (1975). It illustrates pre-copulatory behavior in <em class=""species"">Uca maracoani,</em> with the male approaching the female in her burrow."
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani16	png	maracoani	"This drawing is from Crane (1975). It illustrates pre-copulatory behavior in <em class=""species"">Uca maracoani,</em> with the male stroking and plucking the female as he mounts."
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani17	png	maracoani	"This drawing is from Crane (1975). It illustrates the copulation position in <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax2	png	rapax	"This drawing is from Crane (1975). It illustrates the typical rest position of a male <em class=""species"">Uca rapax.</em>"
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax3	png	rapax	"This drawing is from Crane (1975). It illustrates the maximum cheliped reach during a wave of <em class=""species"">Uca rapax.</em>"
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa6	png	perplexa	"This drawing is from Crane (1975). It is the first of a series of illustrations of waving in <em class=""species"">Uca perplexa.</em> This figure illustrates the rest position."
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa7	png	perplexa	"This drawing is from Crane (1975). It is the second of a series of illustrations of waving in <em class=""species"">Uca perplexa.</em> This figure illustrates the flexed outward posistion."
