-44.5000	-165.0000
-44.5000	-164.5000
-44.5000	-164.0000
-44.5000	-163.5000
-44.5000	-163.0000
-44.5000	-155.5000
-44.5000	-0.5000
-44.5000	179.5000
-44.0000	-165.0000
-44.0000	-164.5000
-44.0000	-164.0000
-44.0000	-163.5000
-44.0000	-163.0000
-44.0000	-155.5000
-44.0000	-0.5000
-44.0000	179.5000
-43.5000	-164.5000
-43.5000	-164.0000
-43.5000	-163.5000
-43.5000	-163.0000
-43.5000	-155.5000
-43.5000	-155.0000
-43.5000	-154.5000
-43.5000	-0.5000
-43.0000	-164.5000
-43.0000	-164.0000
-43.0000	-163.5000
-43.0000	-163.0000
-43.0000	-155.5000
-43.0000	-155.0000
-43.0000	-154.5000
-43.0000	-154.0000
-43.0000	-0.5000
-42.5000	-164.5000
-42.5000	-164.0000
-42.5000	-163.5000
-42.5000	-163.0000
-42.5000	-162.5000
-42.5000	-155.5000
-42.5000	-155.0000
-42.5000	-154.5000
-42.5000	-154.0000
-42.5000	-0.5000
-42.0000	-164.5000
-42.0000	-164.0000
-42.0000	-163.5000
-42.0000	-163.0000
-42.0000	-162.5000
-42.0000	-155.5000
-42.0000	-155.0000
-42.0000	-0.5000
-41.5000	-164.0000
-41.5000	-163.0000
-41.5000	-162.5000
-41.5000	-155.5000
-41.5000	-154.5000
-41.5000	-154.0000
-41.5000	-153.5000
-41.5000	-153.0000
-41.5000	-0.5000
-41.0000	-164.0000
-41.0000	-155.5000
-41.0000	-155.0000
-41.0000	-154.5000
-41.0000	-153.0000
-41.0000	-152.5000
-41.0000	-0.5000
-40.5000	-164.0000
-40.5000	-152.5000
-40.5000	-100.5000
-40.5000	-100.0000
-40.5000	-0.5000
-40.0000	-164.0000
-40.0000	-163.5000
-40.0000	-152.5000
-40.0000	-0.5000
-39.5000	-163.5000
-39.5000	-152.5000
-39.5000	-152.0000
-39.5000	-151.5000
-39.5000	-0.5000
-39.0000	-164.0000
-39.0000	-163.5000
-39.0000	-152.5000
-39.0000	-152.0000
-39.0000	-151.5000
-39.0000	-151.0000
-39.0000	-150.5000
-39.0000	-150.0000
-39.0000	-149.5000
-39.0000	-149.0000
-39.0000	-148.5000
-39.0000	-12.5000
-39.0000	-0.5000
-38.5000	-164.0000
-38.5000	-163.5000
-38.5000	-148.5000
-38.5000	-148.0000
-38.5000	-0.5000
-38.0000	-164.0000
-38.0000	-148.0000
-38.0000	-147.5000
-38.0000	-13.0000
-38.0000	-12.5000
-38.0000	-0.5000
-37.5000	-164.0000
-37.5000	-163.5000
-37.5000	-147.5000
-37.5000	-147.0000
-37.5000	-102.5000
-37.5000	-0.5000
-37.0000	-164.0000
-37.0000	-163.5000
-37.0000	-163.0000
-37.0000	-147.0000
-37.0000	-0.5000
-36.5000	-163.0000
-36.5000	-147.5000
-36.5000	-147.0000
-36.5000	-0.5000
-36.0000	-163.0000
-36.0000	-147.5000
-36.0000	-0.5000
-35.5000	-163.0000
-35.5000	-162.5000
-35.5000	-148.0000
-35.5000	-147.5000
-35.5000	-0.5000
-35.0000	-162.5000
-35.0000	-148.5000
-35.0000	-148.0000
-35.0000	-147.5000
-35.0000	-147.0000
-35.0000	-146.5000
-35.0000	-146.0000
-35.0000	-145.5000
-35.0000	-145.0000
-35.0000	-144.5000
-35.0000	-71.0000
-35.0000	-70.5000
