Individuals
Reference	Sex	Width	Notes
Landstorfer2010	male	19.12	
Landstorfer2010	male	19.53	
Landstorfer2010	male	19.94	
Landstorfer2010	male	15.83	
Landstorfer2010	male	15.85	
Landstorfer2010	male	15.94	
Landstorfer2010	female	9.28	
Landstorfer2010	female	9.55	
Landstorfer2010	female	16.13	
Landstorfer2010	male	15.55	
Landstorfer2010	male	21.1	
Landstorfer2010	male	16.8	

